710,846
74,616
25,949
775,503
479,506
843,147
371,182
661,653
345,507
473,267
344,888
921,40
158,170
729,374
63,403
875,958
245,505
404,33
102,881
385,93
294,612
929,295
787,381
559,696
684,518
434,902
25,845
70,228
462,33
563,34
203,559
816,411
287,443
905,667
547,658
197,90
539,97
827,742
903,906
640,600
758,534
131,607
356,561
300,857
547,117
671,254
676,746
619,56
681,525
938,833
524,957
45,216
712,555
502,945
49,330
196,540
749,971
811,776
947,287
156,978
341,35
727,487
880,496
723,355
615,760
241,896
956,59
386,152
343,187
646,426
22,766
490,316
898,422
691,594
524,404
173,609
313,880
239,924
596,662
939,126
779,584
884,646
492,852
709,86
963,575
445,904
548,193
874,54
765,552
371,278
721,544
74,919
759,565
986,381
690,192
944,620
642,262
644,291
175,660
40,956
685,184
536,48
795,281
111,374
909,191
604,819
709,737
251,27
508,73
18,708
567,814
885,509
987,262
63,570
780,728
919,740
19,339
500,564
202,622
234,595
586,504
246,674
916,2
809,705
823,479
158,348
619,558
356,449
95,348
401,576
630,384
282,935
896,172
684,926
656,122
784,736
493,140
361,414
774,666
598,375
468,674
858,935
286,47
410,234
921,332
136,920
187,701
981,835
358,480
246,647
660,4
248,593
908,424
92,712
582,218
480,515
899,695
299,559
2,511
339,690
236,119
693,626
17,745
389,273
680,826
765,572
434,778
334,903
859,626
743,348
716,285
530,28
171,315
435,645
206,732
286,669
723,690
510,723
8,536
678,458
144,488
200,508
642,218
991,904
80,47
355,254
278,519
228,234
77,547
987,679
59,308
609,235
128,56
232,926
932,602
301,37
997,308
404,209
802,185
283,883
415,808
409,833
865,681
836,516
723,24
449,341
274,184
969,907
858,78
271,754
555,783
651,258
171,387
94,761
616,454
929,460
892,500
105,664
568,955
16,991
920,994
423,188
238,973
110,555
937,557
221,800
491,48
335,393
605,336
42,842
11,943
276,596
179,818
188,846
950,700
99,783
214,827
190,887
196,290
424,902
885,396
93,323
148,366
488,106
926,602
999,456
626,238
914,908
499,55
223,874
163,833
894,506
803,670
876,268
612,698
322,771
4,160
725,922
802,974
146,91
87,552
712,665
3,135
754,535
728,377
957,210
345,540
692,131
581,907
962,425
534,576
364,570
792,548
384,987
866,298
507,943
240,303
753,765
635,114
177,617
411,540
119,763
296,149
242,191
683,920
298,44
284,152
765,35
404,6
987,624
381,139
61,157
480,315
206,722
556,200
12,568
455,454
521,118
422,269
730,376
837,269
602,223
310,826
594,266
962,885
863,181
864,642
250,570
65,971
823,527
826,433
918,444
652,17
763,65
348,251
904,34
611,137
235,267
30,991
184,67
697,940
410,51
162,397
946,496
442,704
152,969
916,407
682,385
511,162
258,762
632,330
6,544
923,259
6,866
272,658
323,194
787,975
248,884
536,647
637,860
629,188
564,682
334,553
525,833
776,697
116,324
922,313
74,10
17,147
851,854
500,596
175,349
998,709
867,600
850,547
476,704
591,799
355,873
398,69
332,943
526,681
667,397
846,665
330,546
104,422
153,772
311,388
208,407
511,909
42,887
383,896
857,74
112,298
212,327
686,30
977,974
117,986
883,352
496,616
432,239
306,196
466,834
772,478
620,138
105,19
317,11
816,633
734,549
724,896
453,506
257,874
68,732
722,38
22,810
771,297
859,639
433,289
83,927
726,213
19,133
619,516
721,55
524,93
952,406
259,990
367,853
715,47
298,262
151,354
291,502
965,77
958,153
973,843
690,993
16,980
904,117
212,584
265,443
425,629
211,945
721,515
628,629
460,685
234,369
811,37
676,948
658,107
653,595
242,50
76,330
916,336
873,684
236,662
707,607
939,746
439,108
308,866
422,111
201,164
74,590
505,684
812,611
365,238
371,86
222,765
555,551
347,602
105,19
436,192
103,117
19,295
801,997
984,507
68,511
428,677
267,801
487,486
145,185
649,717
357,820
546,793
962,155
457,821
813,929
702,559
107,768
90,163
98,388
593,912
860,104
754,785
915,709
914,667
996,215
669,988
700,912
734,521
275,697
346,298
407,50
619,809
954,139
127,797
676,650
373,236
318,548
691,356
72,31
232,730
231,146
163,302
994,688
68,784
514,445
834,989
716,711
613,188
278,632
765,32
475,120
804,472
485,807
592,40
246,554
999,421
585,929
834,369
987,469
435,808
648,595
865,464
743,818
241,777
291,2
180,48
565,668
889,842
916,248
290,208
229,264
840,475
363,793
710,542
762,489
735,872
521,196
774,579
257,907
765,718
112,977
460,15
200,384
242,665
656,814
321,206
881,826
258,514
215,504
78,581
918,957
221,431
719,678
949,210
1000,378
76,878
312,448
238,872
163,756
516,881
600,827
957,280
88,657
157,529
906,642
254,525
352,240
252,93
96,83
920,505
51,527
117,203
706,469
980,977
47,129
432,967
958,169
763,643
614,470
244,810
992,649
198,601
928,688
627,33
968,156
162,540
707,399
952,783
144,663
422,506
508,524
50,351
48,25
802,805
419,868
279,154
423,321
63,162
282,436
168,833
619,797
835,904
389,644
110,850
223,989
717,300
176,873
423,871
463,553
13,394
169,895
754,884
588,580
856,198
263,826
462,44
329,95
65,573
473,572
578,973
295,626
449,56
311,577
869,926
741,129
81,120
635,570
205,406
775,749
187,211
142,674
102,2
736,760
139,502
758,107
167,854
715,638
924,68
765,940
832,802
832,225
505,579
568,936
800,319
513,2
677,48
753,867
289,863
933,38
979,762
987,859
292,63
767,579
233,6
848,411
241,204
280,458
326,505
362,837
450,689
916,40
989,830
137,497
367,844
351,753
768,7
119,878
243,262
223,533
136,173
365,527
4,723
812,324
401,46
951,483
529,727
76,147
642,328
845,230
480,105
884,977
791,285
370,920
828,351
135,724
497,777
635,944
38,608
233,251
596,662
449,315
62,561
718,852
310,13
625,639
389,251
718,872
698,651
912,435
341,698
396,378
722,179
395,142
305,1001
115,417
776,563
453,643
28,152
243,915
343,851
857,186
290,337
794,988
858,165
971,498
5,268
565,231
137,218
876,325
394,529
572,761
139,387
340,175
226,488
142,550
537,574
230,605
913,736
512,156
706,256
184,770
951,625
124,861
648,295
827,984
847,290
456,148
855,842
144,990
862,897
936,620
236,55
421,831
657,835
159,778
709,466
345,490
612,905
163,327
928,665
222,675
928,359
483,872
475,498
921,628
604,159
642,975
386,907
687,70
561,120
337,755
847,720
136,965
672,929
163,765
715,548
767,820
339,561
33,315
894,844
865,37
407,455
986,349
549,637
158,180
206,5
871,651
266,560
729,975
345,682
127,780
175,82
986,698
801,906
146,467
932,862
926,715
209,93
145,926
269,931
602,217
900,655
269,611
494,681
858,861
268,31
195,380
379,542
517,649
623,731
640,836
22,373
369,596
604,26
682,663
27,885
462,538
174,635
511,721
719,301
582,298
93,610
78,4
881,270
329,237
928,278
750,757
892,669
327,996
348,464
974,704
405,714
827,776
984,595
447,922
817,736
767,530
957,621
515,159
948,155
56,135
97,839
465,527
712,706
321,267
490,754
499,156
874,479
819,794
891,936
425,402
369,756
694,899
625,917
67,506
528,422
991,936
835,1001
953,188
145,587
750,715
518,871
5,699
749,193
473,10
507,295
463,380
216,300
308,942
94,240
895,770
116,663
526,927
803,17
933,73
148,635
154,965
180,713
678,54
930,419
300,16
547,913
133,435
436,375
886,616
141,865
195,571
985,442
90,739
187,706
480,56
131,170
346,597
107,202
37,742
164,202
201,81
936,564
937,257
21,710
922,556
675,147
953,974
13,836
110,64
947,818
143,389
456,873
811,898
552,491
674,454
609,771
868,855
967,889
604,128
168,476
519,3
868,740
870,265
374,316
856,993
918,948
363,825
50,865
858,293
580,112
882,939
196,940
559,215
427,336
293,596
485,70
780,133
347,147
867,387
360,785
614,475
267,670
881,539
995,470
704,566
683,613
321,544
833,204
125,920
189,903
468,306
59,913
561,544
310,734
219,970
77,618
296,558
491,874
253,567
507,888
314,137
117,305
925,623
94,808
758,958
383,485
504,264
838,422
862,20
862,277
423,513
219,366
41,176
368,117
501,639
848,67
479,690
190,689
67,896
628,92
628,926
30,1000
303,735
503,116
249,97
676,766
513,404
230,640
855,274
847,610
578,770
19,186
497,145
66,787
308,695
956,546
966,402
596,872
629,685
256,422
448,314
106,66
505,327
888,423
238,685
828,17
538,858
355,261
610,908
236,589
64,315
417,771
684,69
159,911
318,237
541,622
182,435
660,294
150,965
104,227
820,972
126,994
553,715
140,458
915,145
