22,3
25,11
27,15
25,24
4,34
48,41
27,11
18,37
25,43
31,17
13,38
6,2
30,22
48,17
11,31
17,23
9,6
21,13
4,38
6,38
17,11
35,4
12,49
8,27
2,18
49,50
10,48
33,21
50,16
6,20
40,38
15,13
30,41
20,3
32,25
9,11
19,21
27,34
49,31
6,26
19,30
10,37
8,43
3,36
47,19
7,49
14,4
5,32
1,28
26,32
40,31
24,34
36,41
30,39
37,40
39,36
30,43
24,32
13,40
18,5
42,20
24,43
43,42
28,29
12,19
19,12
27,21
13,43
32,36
33,39
12,23
30,10
31,26
40,35
3,43
30,49
8,49
31,32
1,31
31,16
25,37
48,11
16,19
27,25
5,38
42,42
47,25
25,4
20,20
29,36
13,33
41,23
40,34
32,25
25,16
13,23
9,5
48,32
26,13
16,8
41,34
21,13
24,27
39,32
41,43
44,1
12,47
12,38
8,20
37,16
5,35
46,1
26,37
41,47
38,9
40,45
13,24
4,50
26,50
19,18
49,22
24,46
49,23
37,24
12,8
38,23
7,27
35,48
48,18
19,14
23,32
18,26
13,18
40,41
45,14
43,39
26,10
12,17
15,11
10,38
31,42
32,49
11,10
35,45
32,2
14,16
32,36
15,45
45,12
46,41
40,39
47,20
1,33
21,43
11,33
43,46
29,14
33,49
31,40
43,25
3,25
34,3
50,50
24,28
22,44
34,50
26,17
41,45
4,36
30,44
24,43
23,5
5,11
7,46
45,8
20,41
8,7
49,29
42,6
45,3
30,35
42,1
39,43
40,11
16,42
33,42
31,4
21,27
18,32
3,39
9,44
25,35
21,7
1,39
29,10
16,43
32,10
10,13
23,3
3,10
